"year","month","day","team","opponent","location","teamscore","oppscore","OT","D1"
2014,11,8,"Central Conn. St.","Sacred Heart","H",27,35,NA,2
2014,11,15,"Central Conn. St.","Howard","H",25,28,NA,2
2014,11,22,"Central Conn. St.","Saint Francis (PA)","V",22,17,NA,2
2014,9,11,"Charleston So.","Campbell","H",34,10,NA,2
2014,9,20,"Charleston So.","The Citadel","H",20,18,NA,2
2014,10,18,"Charleston So.","Presbyterian","H",3,7,NA,2
2014,10,25,"Charleston So.","Coastal Caro.","V",22,43,NA,2
2014,11,1,"Charleston So.","Monmouth","V",27,0,NA,2
2014,11,8,"Charleston So.","Gardner-Webb","H",44,14,NA,2
2014,11,15,"Charleston So.","Liberty","V",38,36,NA,2
2014,9,6,"Chattanooga","Jacksonville St.","H",23,26,1,2
2014,9,13,"Chattanooga","Austin Peay","V",42,6,NA,2
2014,9,27,"Chattanooga","Samford","H",38,24,NA,2
2014,10,4,"Chattanooga","VMI","H",55,7,NA,2
2014,10,18,"Chattanooga","The Citadel","V",34,14,NA,2
2014,10,25,"Chattanooga","Mercer","H",38,31,NA,2
2014,11,1,"Chattanooga","Western Caro.","V",51,0,NA,2
2014,11,8,"Chattanooga","Wofford","H",31,13,NA,2
2014,11,15,"Chattanooga","Tennessee Tech","V",38,17,NA,2
2014,11,22,"Chattanooga","Furman","V",45,19,NA,2
2014,12,6,"Chattanooga","Indiana St.","H",35,14,NA,2
2014,12,12,"Chattanooga","New Hampshire","V",30,35,NA,2
2014,8,30,"Coastal Caro.","The Citadel","V",31,16,NA,2
2014,9,6,"Coastal Caro.","N.C. A&T","V",31,30,NA,2
2014,9,13,"Coastal Caro.","South Carolina St.","H",30,3,NA,2
2014,9,20,"Coastal Caro.","Florida A&M","V",48,3,NA,2
2014,9,27,"Coastal Caro.","Elon","H",31,3,NA,2
2014,10,4,"Coastal Caro.","Furman","V",37,31,2,2
2014,10,11,"Coastal Caro.","Presbyterian","V",40,28,NA,2
2014,10,25,"Coastal Caro.","Charleston So.","H",43,22,NA,2
2014,11,1,"Coastal Caro.","Gardner-Webb","V",38,14,NA,2
2014,11,15,"Coastal Caro.","Monmouth","H",52,21,NA,2
2014,11,22,"Coastal Caro.","Liberty","H",14,15,NA,2
2014,12,6,"Coastal Caro.","Richmond","H",36,15,NA,2
2014,12,13,"Coastal Caro.","North Dakota St.","V",32,39,NA,2
2014,9,13,"Colgate","Delaware","V",25,28,NA,2
2014,9,20,"Colgate","Cornell","H",27,12,NA,2
2014,9,27,"Colgate","Georgetown","H",19,0,NA,2
2014,10,4,"Colgate","Holy Cross","H",20,17,NA,2
2014,10,11,"Colgate","Princeton","H",31,30,NA,2
2014,10,18,"Colgate","Yale","V",31,45,NA,2
2014,10,25,"Colgate","Albany (NY)","V",17,24,NA,2
2014,11,1,"Colgate","Fordham","V",13,37,NA,2
2014,11,8,"Colgate","Lafayette","H",16,19,NA,2
2014,11,15,"Colgate","Lehigh","V",27,30,NA,2
2014,11,22,"Colgate","Bucknell","V",21,6,NA,2
2014,9,20,"Columbia","Fordham","H",7,49,NA,2
2014,9,27,"Columbia","Albany (NY)","V",7,42,NA,2
2014,10,4,"Columbia","Princeton","H",6,38,NA,2
2014,10,11,"Columbia","Monmouth","V",28,61,NA,2
2014,10,18,"Columbia","Penn","V",7,31,NA,2
2014,10,25,"Columbia","Dartmouth","H",7,27,NA,2
2014,11,1,"Columbia","Yale","H",7,25,NA,2
2014,11,8,"Columbia","Harvard","V",0,45,NA,2
2014,11,15,"Columbia","Cornell","H",27,30,NA,2
2014,11,22,"Columbia","Brown","V",7,41,NA,2
2014,9,20,"Cornell","Colgate","V",12,27,NA,2
2014,9,27,"Cornell","Bucknell","V",7,20,NA,2
2014,10,4,"Cornell","Yale","H",13,51,NA,2
2014,10,11,"Cornell","Harvard","V",7,24,NA,2
2014,10,18,"Cornell","Lehigh","H",14,31,NA,2
2014,10,25,"Cornell","Brown","V",16,42,NA,2
2014,11,1,"Cornell","Princeton","H",27,38,NA,2
2014,11,8,"Cornell","Dartmouth","H",7,42,NA,2
2014,11,15,"Cornell","Columbia","V",30,27,NA,2
2014,11,22,"Cornell","Penn","H",26,34,NA,2
2014,9,20,"Dartmouth","Central Conn. St.","H",35,25,NA,2
2014,9,27,"Dartmouth","New Hampshire","V",19,52,NA,2
2014,10,4,"Dartmouth","Penn","H",31,13,NA,2
2014,10,11,"Dartmouth","Yale","V",38,31,NA,2
2014,10,18,"Dartmouth","Holy Cross","H",24,21,NA,2
2014,10,25,"Dartmouth","Columbia","V",27,7,NA,2
2014,11,1,"Dartmouth","Harvard","H",12,23,NA,2
2014,11,8,"Dartmouth","Cornell","V",42,7,NA,2
2014,11,15,"Dartmouth","Brown","H",44,21,NA,2
2014,11,22,"Dartmouth","Princeton","V",41,10,NA,2
2014,9,13,"Davidson","VMI","V",24,52,NA,2
2014,9,20,"Davidson","Morehead St.","H",32,40,NA,2
2014,9,27,"Davidson","Princeton","V",17,56,NA,2
2014,10,4,"Davidson","Dayton","H",48,54,5,2
2014,10,11,"Davidson","Drake","V",14,51,NA,2
2014,10,18,"Davidson","Campbell","V",27,28,NA,2
2014,10,25,"Davidson","Stetson","H",34,40,NA,2
2014,11,8,"Davidson","Jacksonville","H",0,56,NA,2
2014,11,15,"Davidson","Marist","V",7,38,NA,2
2014,11,22,"Davidson","Valparaiso","V",13,27,NA,2
2014,9,6,"Dayton","Georgetown","H",23,14,NA,2
2014,9,13,"Dayton","Duquesne","V",13,33,NA,2
2014,9,20,"Dayton","Robert Morris","H",31,7,NA,2
2014,10,4,"Dayton","Davidson","V",54,48,5,2
2014,10,11,"Dayton","Marist","V",31,21,NA,2
2014,10,18,"Dayton","Morehead St.","H",41,7,NA,2
2014,10,25,"Dayton","San Diego","V",29,40,NA,2
2014,11,1,"Dayton","Valparaiso","H",42,19,NA,2
2014,11,8,"Dayton","Drake","H",30,34,NA,2
2014,11,15,"Dayton","Butler","V",21,14,NA,2
2014,11,22,"Dayton","Campbell","H",19,14,NA,2
2014,9,7,"Delaware","Delaware St.","H",27,9,NA,2
2014,9,13,"Delaware","Colgate","H",28,25,NA,2
2014,9,27,"Delaware","James Madison","V",30,23,1,2
2014,10,4,"Delaware","Sacred Heart","H",7,10,NA,2
2014,10,11,"Delaware","Elon","H",34,24,NA,2
2014,10,18,"Delaware","Towson","H",17,24,NA,2
2014,10,25,"Delaware","William & Mary","V",17,31,NA,2
2014,11,1,"Delaware","Rhode Island","H",28,13,NA,2
2014,11,8,"Delaware","Albany (NY)","V",31,28,NA,2
2014,11,15,"Delaware","New Hampshire","V",14,43,NA,2
2014,11,22,"Delaware","Villanova","H",28,35,NA,2
2014,8,30,"Delaware St.","Monmouth","V",21,52,NA,2
2014,9,7,"Delaware St.","Delaware","V",9,27,NA,2
2014,9,13,"Delaware St.","Towson","H",7,21,NA,2
2014,9,27,"Delaware St.","Savannah St.","H",35,10,NA,2
2014,10,4,"Delaware St.","Bethune-Cookman","V",7,27,NA,2
2014,10,11,"Delaware St.","Norfolk St.","V",13,10,1,2
2014,10,18,"Delaware St.","N.C. A&T","H",20,33,NA,2
2014,10,25,"Delaware St.","Hampton","H",0,23,NA,2
2014,11,1,"Delaware St.","Howard","V",10,17,NA,2
2014,11,15,"Delaware St.","Florida A&M","H",7,41,NA,2
2014,11,22,"Delaware St.","Morgan St.","V",7,69,NA,2
2014,9,13,"Drake","Western Ill.","V",13,38,NA,2
2014,9,20,"Drake","Marist","H",21,6,NA,2
2014,10,4,"Drake","Jacksonville","V",14,29,NA,2
2014,10,11,"Drake","Davidson","H",51,14,NA,2
2014,10,18,"Drake","Valparaiso","V",17,9,NA,2
2014,10,25,"Drake","Butler","H",21,19,NA,2
2014,11,1,"Drake","San Diego","H",14,17,NA,2
2014,11,8,"Drake","Dayton","V",34,30,NA,2
2014,11,22,"Drake","Stetson","V",27,15,NA,2
2014,9,6,"Duquesne","Youngstown St.","V",23,34,NA,2
2014,9,13,"Duquesne","Dayton","H",33,13,NA,2
2014,9,20,"Duquesne","Monmouth","H",30,21,NA,2
2014,10,11,"Duquesne","Central Conn. St.","V",28,20,NA,2
2014,10,18,"Duquesne","Sacred Heart","H",20,23,NA,2
2014,11,1,"Duquesne","Saint Francis (PA)","V",16,26,NA,2
2014,11,8,"Duquesne","Bryant","H",17,20,NA,2
2014,11,15,"Duquesne","Wagner","V",13,23,NA,2
2014,11,22,"Duquesne","Robert Morris","H",22,0,NA,2
2014,9,6,"Eastern Ill.","Southern Ill.","H",21,38,NA,2
2014,9,13,"Eastern Ill.","Illinois St.","V",15,34,NA,2
2014,9,20,"Eastern Ill.","Austin Peay","H",63,7,NA,2
2014,10,11,"Eastern Ill.","Eastern Ky.","V",33,36,1,2
2014,10,18,"Eastern Ill.","Southeast Mo. St.","V",52,13,NA,2
2014,10,25,"Eastern Ill.","Tennessee St.","H",28,3,NA,2
2014,11,1,"Eastern Ill.","Tennessee Tech","V",41,10,NA,2
2014,11,8,"Eastern Ill.","Murray St.","H",48,26,NA,2
2014,11,15,"Eastern Ill.","Jacksonville St.","V",20,27,NA,2
2014,11,22,"Eastern Ill.","UT Martin","H",16,37,NA,2
2014,8,28,"Eastern Ky.","Robert Morris","V",29,10,NA,2
2014,9,13,"Eastern Ky.","Morehead St.","H",55,13,NA,2
2014,9,20,"Eastern Ky.","UT Martin","V",49,24,NA,2
2014,10,4,"Eastern Ky.","Austin Peay","V",31,0,NA,2
2014,10,11,"Eastern Ky.","Eastern Ill.","H",36,33,1,2
2014,10,18,"Eastern Ky.","Tennessee Tech","V",31,39,NA,2
2014,10,25,"Eastern Ky.","Southeast Mo. St.","H",33,21,NA,2
2014,11,1,"Eastern Ky.","Tennessee St.","V",56,42,NA,2
2014,11,8,"Eastern Ky.","Jacksonville St.","H",6,20,NA,2
2014,11,15,"Eastern Ky.","Murray St.","H",43,36,NA,2
2014,11,29,"Eastern Ky.","Indiana St.","H",16,36,NA,2
2014,8,23,"Eastern Wash.","Sam Houston St.","H",56,35,NA,2
2014,9,20,"Eastern Wash.","Montana St.","V",52,51,NA,2
2014,9,27,"Eastern Wash.","UC Davis","V",37,14,NA,2
2014,10,4,"Eastern Wash.","Idaho St.","H",56,53,NA,2
2014,10,11,"Eastern Wash.","Southern Utah","V",42,30,NA,2
2014,10,18,"Eastern Wash.","Northern Colo.","H",26,18,NA,2
2014,10,25,"Eastern Wash.","Northern Ariz.","V",27,28,NA,2
2014,11,1,"Eastern Wash.","North Dakota","H",54,3,NA,2
2014,11,8,"Eastern Wash.","Montana","H",36,26,NA,2
2014,11,21,"Eastern Wash.","Portland St.","V",56,34,NA,2
2014,12,6,"Eastern Wash.","Montana","H",37,20,NA,2
2014,12,13,"Eastern Wash.","Illinois St.","H",46,59,NA,2
2014,9,13,"Elon","N.C. A&T","H",12,17,NA,2
2014,9,27,"Elon","Coastal Caro.","V",3,31,NA,2
2014,10,4,"Elon","New Hampshire","H",14,48,NA,2
2014,10,11,"Elon","Delaware","V",24,34,NA,2
2014,10,18,"Elon","Stony Brook","H",3,20,NA,2
2014,10,25,"Elon","Richmond","H",10,30,NA,2
2014,11,1,"Elon","Towson","V",19,21,NA,2
2014,11,8,"Elon","William & Mary","V",7,17,NA,2
2014,11,15,"Elon","Maine","H",17,24,NA,2
2014,11,22,"Elon","James Madison","V",27,59,NA,2
2014,8,30,"Florida A&M","Jackson St.","V",17,22,NA,2
2014,9,20,"Florida A&M","Coastal Caro.","H",3,48,NA,2
2014,9,27,"Florida A&M","Tennessee St.","V",7,27,NA,2
2014,10,4,"Florida A&M","Morgan St.","H",9,24,NA,2
2014,10,11,"Florida A&M","Savannah St.","H",24,14,NA,2
2014,10,18,"Florida A&M","Howard","V",31,28,NA,2
2014,10,25,"Florida A&M","N.C. A&T","V",21,40,NA,2
2014,11,1,"Florida A&M","Norfolk St.","H",10,12,NA,2
2014,11,8,"Florida A&M","South Carolina St.","H",17,34,NA,2
2014,11,15,"Florida A&M","Delaware St.","V",41,7,NA,2
2014,11,22,"Florida A&M","Bethune-Cookman","N",17,18,1,2
2014,8,30,"Fordham","Saint Francis (PA)","H",52,23,NA,2
2014,9,6,"Fordham","Villanova","V",6,50,NA,2
2014,9,13,"Fordham","Rhode Island","H",54,7,NA,2
2014,9,20,"Fordham","Columbia","V",49,7,NA,2
2014,9,27,"Fordham","Holy Cross","V",45,16,NA,2
2014,10,3,"Fordham","Lafayette","H",42,18,NA,2
2014,10,11,"Fordham","Penn","H",60,22,NA,2
2014,10,25,"Fordham","Lehigh","V",48,27,NA,2
2014,11,1,"Fordham","Colgate","H",37,13,NA,2
2014,11,7,"Fordham","Bucknell","V",30,27,1,2
2014,11,15,"Fordham","Georgetown","H",52,7,NA,2
2014,11,29,"Fordham","Sacred Heart","H",44,22,NA,2
2014,12,6,"Fordham","New Hampshire","V",19,44,NA,2
2014,8,30,"Furman","Gardner-Webb","H",13,3,NA,2
2014,9,6,"Furman","Mercer","V",25,20,NA,2
2014,9,13,"Furman","Presbyterian","V",7,10,NA,2
2014,9,20,"Furman","South Carolina St.","V",7,17,NA,2
2014,9,27,"Furman","Western Caro.","H",17,35,NA,2
2014,10,4,"Furman","Coastal Caro.","H",31,37,2,2
2014,10,25,"Furman","Samford","H",0,45,NA,2
2014,11,1,"Furman","VMI","V",15,31,NA,2
2014,11,8,"Furman","The Citadel","V",35,42,1,2
2014,11,15,"Furman","Wofford","H",31,14,NA,2
2014,11,22,"Furman","Chattanooga","H",19,45,NA,2
2014,8,30,"Gardner-Webb","Furman","V",3,13,NA,2
2014,9,20,"Gardner-Webb","Wofford","H",43,36,NA,2
2014,9,27,"Gardner-Webb","The Citadel","V",14,37,NA,2
2014,10,18,"Gardner-Webb","VMI","V",47,41,2,2
2014,10,25,"Gardner-Webb","Liberty","V",0,34,NA,2
2014,11,1,"Gardner-Webb","Coastal Caro.","H",14,38,NA,2
2014,11,8,"Gardner-Webb","Charleston So.","V",14,44,NA,2
2014,11,15,"Gardner-Webb","Presbyterian","H",7,14,NA,2
2014,11,22,"Gardner-Webb","Monmouth","V",15,31,NA,2
2014,8,30,"Georgetown","Wagner","H",3,21,NA,2
2014,9,6,"Georgetown","Dayton","V",14,23,NA,2
2014,9,13,"Georgetown","Marist","V",27,7,NA,2
2014,9,20,"Georgetown","Brown","H",17,3,NA,2
2014,9,27,"Georgetown","Colgate","V",0,19,NA,2
2014,10,4,"Georgetown","Harvard","H",3,34,NA,2
2014,10,11,"Georgetown","Lafayette","V",21,24,NA,2
2014,10,25,"Georgetown","Bucknell","H",17,22,NA,2
2014,11,1,"Georgetown","Lehigh","H",19,27,NA,2
2014,11,15,"Georgetown","Fordham","V",7,52,NA,2
2014,11,22,"Georgetown","Holy Cross","H",21,16,NA,2
2014,8,30,"Grambling","Lamar University","V",27,42,NA,2
2014,9,13,"Grambling","Bethune-Cookman","V",23,36,NA,2
2014,9,20,"Grambling","Jackson St.","V",40,35,NA,2
2014,9,27,"Grambling","Prairie View","N",26,20,NA,2
2014,10,4,"Grambling","Alabama A&M","V",38,28,NA,2
2014,10,11,"Grambling","Alcorn","H",28,21,NA,2
2014,10,18,"Grambling","Ark.-Pine Bluff","H",63,39,NA,2
2014,11,1,"Grambling","Texas Southern","V",35,7,NA,2
2014,11,6,"Grambling","Mississippi Val.","V",38,23,NA,2
2014,11,15,"Grambling","Alabama St.","H",23,37,NA,2
2014,11,29,"Grambling","Southern U.","N",45,52,NA,2
2014,9,6,"Hampton","William & Mary","H",14,42,NA,2
2014,9,13,"Hampton","Richmond","V",17,42,NA,2
2014,9,27,"Hampton","South Carolina St.","H",10,17,NA,2
2014,10,9,"Hampton","N.C. A&T","V",14,31,NA,2
2014,10,18,"Hampton","Norfolk St.","H",13,21,NA,2
2014,10,25,"Hampton","Delaware St.","V",23,0,NA,2
2014,11,1,"Hampton","Morgan St.","H",35,38,NA,2
2014,11,8,"Hampton","N.C. Central","V",13,47,NA,2
2014,11,13,"Hampton","Bethune-Cookman","H",40,35,NA,2
2014,11,22,"Hampton","Howard","V",29,30,NA,2
2014,9,19,"Harvard","Holy Cross","H",41,18,NA,2
2014,9,27,"Harvard","Brown","V",22,14,NA,2
2014,10,4,"Harvard","Georgetown","V",34,3,NA,2
2014,10,11,"Harvard","Cornell","H",24,7,NA,2
2014,10,18,"Harvard","Lafayette","H",24,14,NA,2
2014,10,25,"Harvard","Princeton","V",49,7,NA,2
2014,11,1,"Harvard","Dartmouth","V",23,12,NA,2
2014,11,8,"Harvard","Columbia","H",45,0,NA,2
2014,11,15,"Harvard","Penn","V",34,24,NA,2
2014,11,22,"Harvard","Yale","H",31,24,NA,2
2014,8,30,"Holy Cross","Albany (NY)","V",13,14,NA,2
2014,9,6,"Holy Cross","Morgan St.","H",29,26,NA,2
2014,9,13,"Holy Cross","Central Conn. St.","H",20,7,NA,2
2014,9,19,"Holy Cross","Harvard","V",18,41,NA,2
2014,9,27,"Holy Cross","Fordham","H",16,45,NA,2
2014,10,4,"Holy Cross","Colgate","V",17,20,NA,2
2014,10,11,"Holy Cross","Brown","V",24,27,1,2
2014,10,18,"Holy Cross","Dartmouth","V",21,24,NA,2
2014,10,25,"Holy Cross","Lafayette","V",24,14,NA,2
