"year","month","day","team","opponent","location","teamscore","oppscore","OT","D1"
2015,11,21,"Idaho","Auburn","V",34,56,NA,2
2015,11,28,"Idaho","Texas St.","H",38,31,NA,2
2015,9,5,"Illinois","Kent St.","H",52,3,NA,2
2015,9,19,"Illinois","North Carolina","V",14,48,NA,2
2015,9,26,"Illinois","Middle Tenn.","H",27,25,NA,2
2015,10,3,"Illinois","Nebraska","H",14,13,NA,2
2015,10,10,"Illinois","Iowa","V",20,29,NA,2
2015,10,24,"Illinois","Wisconsin","H",13,24,NA,2
2015,10,31,"Illinois","Penn St.","V",0,39,NA,2
2015,11,7,"Illinois","Purdue","V",48,14,NA,2
2015,11,14,"Illinois","Ohio St.","H",3,28,NA,2
2015,11,21,"Illinois","Minnesota","V",23,32,NA,2
2015,11,28,"Illinois","Northwestern","H",14,24,NA,2
2015,9,12,"Indiana","FIU","H",36,22,NA,2
2015,9,19,"Indiana","Western Ky.","H",38,35,NA,2
2015,9,26,"Indiana","Wake Forest","V",31,24,NA,2
2015,10,3,"Indiana","Ohio St.","H",27,34,NA,2
2015,10,10,"Indiana","Penn St.","V",7,29,NA,2
2015,10,17,"Indiana","Rutgers","H",52,55,NA,2
2015,10,24,"Indiana","Michigan St.","V",26,52,NA,2
2015,11,7,"Indiana","Iowa","H",27,35,NA,2
2015,11,14,"Indiana","Michigan","H",41,48,2,2
2015,11,21,"Indiana","Maryland","V",47,28,NA,2
2015,11,28,"Indiana","Purdue","V",54,36,NA,2
2015,12,26,"Indiana","Duke","N",41,44,1,2
2015,9,12,"Iowa","Iowa St.","V",31,17,NA,2
2015,9,19,"Iowa","Pittsburgh","H",27,24,NA,2
2015,9,26,"Iowa","North Texas","H",62,16,NA,2
2015,10,3,"Iowa","Wisconsin","V",10,6,NA,2
2015,10,10,"Iowa","Illinois","H",29,20,NA,2
2015,10,17,"Iowa","Northwestern","V",40,10,NA,2
2015,10,31,"Iowa","Maryland","H",31,15,NA,2
2015,11,7,"Iowa","Indiana","V",35,27,NA,2
2015,11,14,"Iowa","Minnesota","H",40,35,NA,2
2015,11,21,"Iowa","Purdue","H",40,20,NA,2
2015,11,27,"Iowa","Nebraska","V",28,20,NA,2
2015,12,5,"Iowa","Michigan St.","N",13,16,NA,2
2016,1,1,"Iowa","Stanford","N",16,45,NA,2
2015,9,12,"Iowa St.","Iowa","H",17,31,NA,2
2015,9,19,"Iowa St.","Toledo","V",23,30,2,2
2015,10,3,"Iowa St.","Kansas","H",38,13,NA,2
2015,10,10,"Iowa St.","Texas Tech","V",31,66,NA,2
2015,10,17,"Iowa St.","TCU","H",21,45,NA,2
2015,10,24,"Iowa St.","Baylor","V",27,45,NA,2
2015,10,31,"Iowa St.","Texas","H",24,0,NA,2
2015,11,7,"Iowa St.","Oklahoma","V",16,52,NA,2
2015,11,14,"Iowa St.","Oklahoma St.","H",31,35,NA,2
2015,11,21,"Iowa St.","Kansas St.","V",35,38,NA,2
2015,11,28,"Iowa St.","West Virginia","V",6,30,NA,2
2015,9,12,"Kansas","Memphis","H",23,55,NA,2
2015,9,26,"Kansas","Rutgers","V",14,27,NA,2
2015,10,3,"Kansas","Iowa St.","V",13,38,NA,2
2015,10,10,"Kansas","Baylor","H",7,66,NA,2
2015,10,17,"Kansas","Texas Tech","H",20,30,NA,2
2015,10,24,"Kansas","Oklahoma St.","V",10,58,NA,2
2015,10,31,"Kansas","Oklahoma","H",7,62,NA,2
2015,11,7,"Kansas","Texas","V",20,59,NA,2
2015,11,14,"Kansas","TCU","V",17,23,NA,2
2015,11,21,"Kansas","West Virginia","H",0,49,NA,2
2015,11,28,"Kansas","Kansas St.","H",14,45,NA,2
2015,9,12,"Kansas St.","UTSA","V",30,3,NA,2
2015,9,19,"Kansas St.","Louisiana Tech","H",39,33,3,2
2015,10,3,"Kansas St.","Oklahoma St.","V",34,36,NA,2
2015,10,10,"Kansas St.","TCU","H",45,52,NA,2
2015,10,17,"Kansas St.","Oklahoma","H",0,55,NA,2
2015,10,24,"Kansas St.","Texas","V",9,23,NA,2
2015,11,5,"Kansas St.","Baylor","H",24,31,NA,2
2015,11,14,"Kansas St.","Texas Tech","V",44,59,NA,2
2015,11,21,"Kansas St.","Iowa St.","H",38,35,NA,2
2015,11,28,"Kansas St.","Kansas","V",45,14,NA,2
2015,12,5,"Kansas St.","West Virginia","H",24,23,NA,2
2016,1,2,"Kansas St.","Arkansas","N",23,45,NA,2
2015,9,5,"Kent St.","Illinois","V",3,52,NA,2
2015,9,19,"Kent St.","Minnesota","V",7,10,NA,2
2015,9,26,"Kent St.","Marshall","H",29,36,2,2
2015,10,3,"Kent St.","Miami (OH)","H",20,14,NA,2
2015,10,10,"Kent St.","Toledo","V",7,38,NA,2
2015,10,17,"Kent St.","Massachusetts","V",15,10,NA,2
2015,10,24,"Kent St.","Bowling Green","H",0,48,NA,2
2015,11,5,"Kent St.","Buffalo","H",17,18,NA,2
2015,11,10,"Kent St.","Ohio","V",0,27,NA,2
2015,11,18,"Kent St.","Central Mich.","H",14,27,NA,2
2015,11,27,"Kent St.","Akron","V",0,20,NA,2
2015,9,5,"Kentucky","Louisiana","H",40,33,NA,2
2015,9,12,"Kentucky","South Carolina","V",26,22,NA,2
2015,9,19,"Kentucky","Florida","H",9,14,NA,2
2015,9,26,"Kentucky","Missouri","H",21,13,NA,2
2015,10,15,"Kentucky","Auburn","H",27,30,NA,2
2015,10,24,"Kentucky","Mississippi St.","V",16,42,NA,2
2015,10,31,"Kentucky","Tennessee","H",21,52,NA,2
2015,11,7,"Kentucky","Georgia","V",3,27,NA,2
2015,11,14,"Kentucky","Vanderbilt","V",17,21,NA,2
2015,11,21,"Kentucky","Charlotte","H",58,10,NA,2
2015,11,28,"Kentucky","Louisville","H",24,38,NA,2
2015,9,12,"LSU","Mississippi St.","V",21,19,NA,2
2015,9,19,"LSU","Auburn","H",45,21,NA,2
2015,9,26,"LSU","Syracuse","V",34,24,NA,2
2015,10,3,"LSU","Eastern Mich.","H",44,22,NA,2
2015,10,10,"LSU","South Carolina","H",45,24,NA,2
2015,10,17,"LSU","Florida","H",35,28,NA,2
2015,10,24,"LSU","Western Ky.","H",48,20,NA,2
2015,11,7,"LSU","Alabama","V",16,30,NA,2
2015,11,14,"LSU","Arkansas","H",14,31,NA,2
2015,11,21,"LSU","Ole Miss","V",17,38,NA,2
2015,11,28,"LSU","Texas A&M","H",19,7,NA,2
2015,12,29,"LSU","Texas Tech","N",56,27,NA,2
2015,9,5,"La.-Monroe","Georgia","V",14,51,NA,2
2015,9,26,"La.-Monroe","Alabama","V",0,34,NA,2
2015,10,3,"La.-Monroe","Ga. Southern","H",31,51,NA,2
2015,10,10,"La.-Monroe","Tulsa","V",24,34,NA,2
2015,10,17,"La.-Monroe","Appalachian St.","H",14,59,NA,2
2015,10,24,"La.-Monroe","Idaho","V",13,27,NA,2
2015,10,31,"La.-Monroe","Louisiana","V",24,30,NA,2
2015,11,7,"La.-Monroe","Troy","V",14,51,NA,2
2015,11,14,"La.-Monroe","Arkansas St.","H",21,59,NA,2
2015,11,19,"La.-Monroe","Texas St.","V",3,16,NA,2
2015,11,28,"La.-Monroe","Hawaii","V",26,28,NA,2
2015,12,5,"La.-Monroe","New Mexico St.","H",42,35,NA,2
2015,9,5,"Louisiana","Kentucky","V",33,40,NA,2
2015,9,26,"Louisiana","Akron","H",14,35,NA,2
2015,10,3,"Louisiana","Louisiana Tech","V",14,43,NA,2
2015,10,10,"Louisiana","Texas St.","H",49,27,NA,2
2015,10,20,"Louisiana","Arkansas St.","V",27,37,NA,2
2015,10,31,"Louisiana","La.-Monroe","H",30,24,NA,2
2015,11,7,"Louisiana","Georgia St.","V",23,21,NA,2
2015,11,12,"Louisiana","South Ala.","V",25,32,NA,2
2015,11,21,"Louisiana","New Mexico St.","H",34,37,NA,2
2015,11,28,"Louisiana","Appalachian St.","V",7,28,NA,2
2015,12,5,"Louisiana","Troy","H",17,41,NA,2
2015,9,10,"Louisiana Tech","Western Ky.","V",38,41,NA,2
2015,9,19,"Louisiana Tech","Kansas St.","V",33,39,3,2
2015,9,26,"Louisiana Tech","FIU","H",27,17,NA,2
2015,10,3,"Louisiana Tech","Louisiana","H",43,14,NA,2
2015,10,10,"Louisiana Tech","UTSA","V",34,31,NA,2
2015,10,17,"Louisiana Tech","Mississippi St.","V",20,45,NA,2
2015,10,24,"Louisiana Tech","Middle Tenn.","H",45,16,NA,2
2015,10,30,"Louisiana Tech","Rice","V",42,17,NA,2
2015,11,7,"Louisiana Tech","North Texas","H",56,13,NA,2
2015,11,21,"Louisiana Tech","UTEP","V",17,15,NA,2
2015,11,28,"Louisiana Tech","Southern Miss.","H",24,58,NA,2
2015,12,19,"Louisiana Tech","Arkansas St.","N",47,28,NA,2
2015,9,5,"Louisville","Auburn","N",24,31,NA,2
2015,9,12,"Louisville","Houston","H",31,34,NA,2
2015,9,17,"Louisville","Clemson","H",17,20,NA,2
2015,10,3,"Louisville","North Carolina St.","V",20,13,NA,2
2015,10,17,"Louisville","Florida St.","V",21,41,NA,2
2015,10,24,"Louisville","Boston College","H",17,14,NA,2
2015,10,30,"Louisville","Wake Forest","V",20,19,NA,2
2015,11,7,"Louisville","Syracuse","H",41,17,NA,2
2015,11,14,"Louisville","Virginia","H",38,31,NA,2
2015,11,21,"Louisville","Pittsburgh","V",34,45,NA,2
2015,11,28,"Louisville","Kentucky","V",38,24,NA,2
2015,12,30,"Louisville","Texas A&M","N",27,21,NA,2
2015,9,6,"Marshall","Purdue","H",41,31,NA,2
2015,9,12,"Marshall","Ohio","V",10,21,NA,2
2015,9,26,"Marshall","Kent St.","V",36,29,2,2
2015,10,3,"Marshall","Old Dominion","H",27,7,NA,2
2015,10,9,"Marshall","Southern Miss.","H",31,10,NA,2
2015,10,17,"Marshall","Fla. Atlantic","V",33,17,NA,2
2015,10,24,"Marshall","North Texas","H",30,13,NA,2
2015,10,31,"Marshall","Charlotte","V",34,10,NA,2
2015,11,7,"Marshall","Middle Tenn.","V",24,27,3,2
2015,11,14,"Marshall","FIU","H",52,0,NA,2
2015,11,27,"Marshall","Western Ky.","V",28,49,NA,2
2015,12,26,"Marshall","UConn","N",16,10,NA,2
2015,9,12,"Maryland","Bowling Green","H",27,48,NA,2
2015,9,19,"Maryland","South Fla.","H",35,17,NA,2
2015,9,26,"Maryland","West Virginia","V",6,45,NA,2
2015,10,3,"Maryland","Michigan","H",0,28,NA,2
2015,10,10,"Maryland","Ohio St.","V",28,49,NA,2
2015,10,24,"Maryland","Penn St.","H",30,31,NA,2
2015,10,31,"Maryland","Iowa","V",15,31,NA,2
2015,11,7,"Maryland","Wisconsin","H",24,31,NA,2
2015,11,14,"Maryland","Michigan St.","V",7,24,NA,2
2015,11,21,"Maryland","Indiana","H",28,47,NA,2
2015,11,28,"Maryland","Rutgers","V",46,41,NA,2
2015,9,12,"Massachusetts","Colorado","V",14,48,NA,2
2015,9,19,"Massachusetts","Temple","H",23,25,NA,2
2015,9,26,"Massachusetts","Notre Dame","V",27,62,NA,2
2015,10,3,"Massachusetts","FIU","H",24,14,NA,2
2015,10,10,"Massachusetts","Bowling Green","V",38,62,NA,2
2015,10,17,"Massachusetts","Kent St.","H",10,15,NA,2
2015,10,24,"Massachusetts","Toledo","H",35,51,NA,2
2015,10,31,"Massachusetts","Ball St.","V",10,20,NA,2
2015,11,7,"Massachusetts","Akron","H",13,17,NA,2
2015,11,14,"Massachusetts","Eastern Mich.","V",28,17,NA,2
2015,11,21,"Massachusetts","Miami (OH)","H",13,20,NA,2
2015,11,27,"Massachusetts","Buffalo","V",31,26,NA,2
2015,9,12,"Memphis","Kansas","V",55,23,NA,2
2015,9,19,"Memphis","Bowling Green","V",44,41,NA,2
2015,9,24,"Memphis","Cincinnati","H",53,46,NA,2
2015,10,2,"Memphis","South Fla.","V",24,17,NA,2
2015,10,17,"Memphis","Ole Miss","H",37,24,NA,2
2015,10,23,"Memphis","Tulsa","V",66,42,NA,2
2015,10,31,"Memphis","Tulane","H",41,13,NA,2
2015,11,7,"Memphis","Navy","H",20,45,NA,2
2015,11,14,"Memphis","Houston","V",34,35,NA,2
2015,11,21,"Memphis","Temple","V",12,31,NA,2
2015,11,28,"Memphis","SMU","H",63,0,NA,2
2015,12,30,"Memphis","Auburn","N",10,31,NA,2
2015,9,11,"Miami (FL)","Fla. Atlantic","V",44,20,NA,2
2015,9,19,"Miami (FL)","Nebraska","H",36,33,1,2
2015,10,1,"Miami (FL)","Cincinnati","V",23,34,NA,2
2015,10,10,"Miami (FL)","Florida St.","V",24,29,NA,2
2015,10,17,"Miami (FL)","Virginia Tech","H",30,20,NA,2
2015,10,24,"Miami (FL)","Clemson","H",0,58,NA,2
2015,10,31,"Miami (FL)","Duke","V",30,27,NA,2
2015,11,7,"Miami (FL)","Virginia","H",27,21,NA,2
2015,11,14,"Miami (FL)","North Carolina","V",21,59,NA,2
2015,11,21,"Miami (FL)","Georgia Tech","H",38,21,NA,2
2015,11,27,"Miami (FL)","Pittsburgh","V",29,24,NA,2
2015,12,26,"Miami (FL)","Washington St.","N",14,20,NA,2
2015,9,12,"Miami (OH)","Wisconsin","V",0,58,NA,2
2015,9,19,"Miami (OH)","Cincinnati","H",33,37,NA,2
2015,9,26,"Miami (OH)","Western Ky.","V",14,56,NA,2
2015,10,3,"Miami (OH)","Kent St.","V",14,20,NA,2
2015,10,10,"Miami (OH)","Ohio","V",3,34,NA,2
2015,10,17,"Miami (OH)","Northern Ill.","H",12,45,NA,2
2015,10,24,"Miami (OH)","Western Mich.","V",13,35,NA,2
2015,10,29,"Miami (OH)","Buffalo","H",24,29,NA,2
2015,11,7,"Miami (OH)","Eastern Mich.","H",28,13,NA,2
2015,11,14,"Miami (OH)","Akron","H",28,37,NA,2
2015,11,21,"Miami (OH)","Massachusetts","V",20,13,NA,2
2015,9,3,"Michigan","Utah","V",17,24,NA,2
2015,9,12,"Michigan","Oregon St.","H",35,7,NA,2
2015,9,19,"Michigan","UNLV","H",28,7,NA,2
2015,9,26,"Michigan","BYU","H",31,0,NA,2
2015,10,3,"Michigan","Maryland","V",28,0,NA,2
2015,10,10,"Michigan","Northwestern","H",38,0,NA,2
2015,10,17,"Michigan","Michigan St.","H",23,27,NA,2
2015,10,31,"Michigan","Minnesota","V",29,26,NA,2
2015,11,7,"Michigan","Rutgers","H",49,16,NA,2
2015,11,14,"Michigan","Indiana","V",48,41,2,2
2015,11,21,"Michigan","Penn St.","V",28,16,NA,2
2015,11,28,"Michigan","Ohio St.","H",13,42,NA,2
2016,1,1,"Michigan","Florida","N",41,7,NA,2
2015,9,4,"Michigan St.","Western Mich.","V",37,24,NA,2
2015,9,12,"Michigan St.","Oregon","H",31,28,NA,2
2015,9,19,"Michigan St.","Air Force","H",35,21,NA,2
2015,9,26,"Michigan St.","Central Mich.","H",30,10,NA,2
2015,10,3,"Michigan St.","Purdue","H",24,21,NA,2
2015,10,10,"Michigan St.","Rutgers","V",31,24,NA,2
2015,10,17,"Michigan St.","Michigan","V",27,23,NA,2
2015,10,24,"Michigan St.","Indiana","H",52,26,NA,2
2015,11,7,"Michigan St.","Nebraska","V",38,39,NA,2
2015,11,14,"Michigan St.","Maryland","H",24,7,NA,2
2015,11,21,"Michigan St.","Ohio St.","V",17,14,NA,2
2015,11,28,"Michigan St.","Penn St.","H",55,16,NA,2
2015,12,5,"Michigan St.","Iowa","N",16,13,NA,2
2015,12,31,"Michigan St.","Alabama","N",0,38,NA,2
2015,9,12,"Middle Tenn.","Alabama","V",10,37,NA,2
2015,9,19,"Middle Tenn.","Charlotte","H",73,14,NA,2
2015,9,26,"Middle Tenn.","Illinois","V",25,27,NA,2
2015,10,3,"Middle Tenn.","Vanderbilt","H",13,17,NA,2
2015,10,10,"Middle Tenn.","Western Ky.","V",28,58,NA,2
2015,10,17,"Middle Tenn.","FIU","H",42,34,NA,2
2015,10,24,"Middle Tenn.","Louisiana Tech","V",16,45,NA,2
2015,11,7,"Middle Tenn.","Marshall","H",27,24,3,2
2015,11,14,"Middle Tenn.","Fla. Atlantic","V",24,17,NA,2
2015,11,21,"Middle Tenn.","North Texas","H",41,7,NA,2
2015,11,28,"Middle Tenn.","UTSA","V",42,7,NA,2
2015,12,24,"Middle Tenn.","Western Mich.","N",31,45,NA,2
2015,9,3,"Minnesota","TCU","H",17,23,NA,2
2015,9,12,"Minnesota","Colorado St.","V",23,20,1,2
2015,9,19,"Minnesota","Kent St.","H",10,7,NA,2
2015,9,26,"Minnesota","Ohio","H",27,24,NA,2
2015,10,3,"Minnesota","Northwestern","V",0,27,NA,2
2015,10,10,"Minnesota","Purdue","V",41,13,NA,2
2015,10,17,"Minnesota","Nebraska","H",25,48,NA,2
2015,10,31,"Minnesota","Michigan","H",26,29,NA,2
2015,11,7,"Minnesota","Ohio St.","V",14,28,NA,2
2015,11,14,"Minnesota","Iowa","V",35,40,NA,2
2015,11,21,"Minnesota","Illinois","H",32,23,NA,2
2015,11,28,"Minnesota","Wisconsin","H",21,31,NA,2
2015,12,28,"Minnesota","Central Mich.","N",21,14,NA,2
2015,9,5,"Mississippi St.","Southern Miss.","V",34,16,NA,2
2015,9,12,"Mississippi St.","LSU","H",19,21,NA,2
2015,9,26,"Mississippi St.","Auburn","V",17,9,NA,2
2015,10,3,"Mississippi St.","Texas A&M","V",17,30,NA,2
2015,10,10,"Mississippi St.","Troy","H",45,17,NA,2
2015,10,17,"Mississippi St.","Louisiana Tech","H",45,20,NA,2
2015,10,24,"Mississippi St.","Kentucky","H",42,16,NA,2
2015,11,5,"Mississippi St.","Missouri","V",31,13,NA,2
2015,11,14,"Mississippi St.","Alabama","H",6,31,NA,2
2015,11,21,"Mississippi St.","Arkansas","V",51,50,NA,2
2015,11,28,"Mississippi St.","Ole Miss","H",27,38,NA,2
2015,12,30,"Mississippi St.","North Carolina St.","N",51,28,NA,2
2015,9,12,"Missouri","Arkansas St.","V",27,20,NA,2
2015,9,19,"Missouri","UConn","H",9,6,NA,2
2015,9,26,"Missouri","Kentucky","V",13,21,NA,2
2015,10,3,"Missouri","South Carolina","H",24,10,NA,2
2015,10,10,"Missouri","Florida","H",3,21,NA,2
2015,10,17,"Missouri","Georgia","V",6,9,NA,2
2015,10,24,"Missouri","Vanderbilt","V",3,10,NA,2
2015,11,5,"Missouri","Mississippi St.","H",13,31,NA,2
2015,11,14,"Missouri","BYU","N",20,16,NA,2
2015,11,21,"Missouri","Tennessee","H",8,19,NA,2
2015,11,27,"Missouri","Arkansas","V",3,28,NA,2
2015,9,19,"Navy","East Carolina","H",45,21,NA,2
2015,9,26,"Navy","UConn","V",28,18,NA,2
2015,10,3,"Navy","Air Force","H",33,11,NA,2
2015,10,10,"Navy","Notre Dame","V",24,41,NA,2
2015,10,24,"Navy","Tulane","H",31,14,NA,2
2015,10,31,"Navy","South Fla.","H",29,17,NA,2
2015,11,7,"Navy","Memphis","V",45,20,NA,2
2015,11,14,"Navy","SMU","H",55,14,NA,2
2015,11,21,"Navy","Tulsa","V",44,21,NA,2
2015,11,27,"Navy","Houston","V",31,52,NA,2
2015,12,12,"Navy","Army West Point","N",21,17,NA,2
2015,12,28,"Navy","Pittsburgh","H",44,28,NA,2
2015,9,5,"Nebraska","BYU","H",28,33,NA,2
2015,9,12,"Nebraska","South Ala.","H",48,9,NA,2
2015,9,19,"Nebraska","Miami (FL)","V",33,36,1,2
2015,9,26,"Nebraska","Southern Miss.","H",36,28,NA,2
2015,10,3,"Nebraska","Illinois","V",13,14,NA,2
2015,10,10,"Nebraska","Wisconsin","H",21,23,NA,2
2015,10,17,"Nebraska","Minnesota","V",48,25,NA,2
2015,10,24,"Nebraska","Northwestern","H",28,30,NA,2
2015,10,31,"Nebraska","Purdue","V",45,55,NA,2
2015,11,7,"Nebraska","Michigan St.","H",39,38,NA,2
2015,11,14,"Nebraska","Rutgers","V",31,14,NA,2
2015,11,27,"Nebraska","Iowa","H",20,28,NA,2
2015,12,26,"Nebraska","UCLA","N",37,29,NA,2
2015,9,12,"Nevada","Arizona","H",20,44,NA,2
2015,9,19,"Nevada","Texas A&M","V",27,44,NA,2
2015,9,26,"Nevada","Buffalo","V",24,21,NA,2
2015,10,3,"Nevada","UNLV","H",17,23,NA,2
2015,10,10,"Nevada","New Mexico","H",35,17,NA,2
2015,10,17,"Nevada","Wyoming","V",21,28,NA,2
2015,10,24,"Nevada","Hawaii","H",30,20,NA,2
2015,11,5,"Nevada","Fresno St.","V",30,16,NA,2
2015,11,14,"Nevada","San Jose St.","H",37,34,1,2
2015,11,21,"Nevada","Utah St.","V",27,31,NA,2
2015,11,28,"Nevada","San Diego St.","V",14,31,NA,2
2015,12,29,"Nevada","Colorado St.","N",28,23,NA,2
2015,9,12,"New Mexico","Tulsa","H",21,40,NA,2
2015,9,18,"New Mexico","Arizona St.","V",10,34,NA,2
2015,9,26,"New Mexico","Wyoming","V",38,28,NA,2
2015,10,3,"New Mexico","New Mexico St.","H",38,29,NA,2
2015,10,10,"New Mexico","Nevada","V",17,35,NA,2
2015,10,17,"New Mexico","Hawaii","H",28,27,NA,2
2015,10,24,"New Mexico","San Jose St.","V",21,31,NA,2
2015,11,7,"New Mexico","Utah St.","H",14,13,NA,2
2015,11,14,"New Mexico","Boise St.","V",31,24,NA,2
2015,11,21,"New Mexico","Colorado St.","H",21,28,NA,2
2015,11,28,"New Mexico","Air Force","H",47,35,NA,2
2015,12,19,"New Mexico","Arizona","H",37,45,NA,2
2015,9,5,"New Mexico St.","Florida","V",13,61,NA,2
2015,9,12,"New Mexico St.","Georgia St.","H",32,34,NA,2
2015,9,19,"New Mexico St.","UTEP","H",47,50,1,2
2015,10,3,"New Mexico St.","New Mexico","V",29,38,NA,2
2015,10,10,"New Mexico St.","Ole Miss","V",3,52,NA,2
2015,10,17,"New Mexico St.","Ga. Southern","V",26,56,NA,2
2015,10,24,"New Mexico St.","Troy","H",7,52,NA,2
2015,10,31,"New Mexico St.","Idaho","H",55,48,1,2
2015,11,7,"New Mexico St.","Texas St.","V",31,21,NA,2
2015,11,21,"New Mexico St.","Louisiana","V",37,34,NA,2
2015,11,28,"New Mexico St.","Arkansas St.","H",28,52,NA,2
2015,12,5,"New Mexico St.","La.-Monroe","V",35,42,NA,2
2015,9,3,"North Carolina","South Carolina","N",13,17,NA,2
2015,9,19,"North Carolina","Illinois","H",48,14,NA,2
2015,10,3,"North Carolina","Georgia Tech","V",38,31,NA,2
2015,10,17,"North Carolina","Wake Forest","H",50,14,NA,2
2015,10,24,"North Carolina","Virginia","H",26,13,NA,2
2015,10,29,"North Carolina","Pittsburgh","V",26,19,NA,2
2015,11,7,"North Carolina","Duke","H",66,31,NA,2
2015,11,14,"North Carolina","Miami (FL)","H",59,21,NA,2
2015,11,21,"North Carolina","Virginia Tech","V",30,27,1,2
2015,11,28,"North Carolina","North Carolina St.","V",45,34,NA,2
2015,12,5,"North Carolina","Clemson","N",37,45,NA,2
2015,12,29,"North Carolina","Baylor","N",38,49,NA,2
2015,9,5,"North Carolina St.","Troy","H",49,21,NA,2
2015,9,19,"North Carolina St.","Old Dominion","V",38,14,NA,2
2015,9,26,"North Carolina St.","South Ala.","V",63,13,NA,2
2015,10,3,"North Carolina St.","Louisville","H",13,20,NA,2
2015,10,9,"North Carolina St.","Virginia Tech","V",13,28,NA,2
2015,10,24,"North Carolina St.","Wake Forest","V",35,17,NA,2
2015,10,31,"North Carolina St.","Clemson","H",41,56,NA,2
2015,11,7,"North Carolina St.","Boston College","V",24,8,NA,2
2015,11,14,"North Carolina St.","Florida St.","V",17,34,NA,2
2015,11,21,"North Carolina St.","Syracuse","H",42,29,NA,2
2015,11,28,"North Carolina St.","North Carolina","H",34,45,NA,2
2015,12,30,"North Carolina St.","Mississippi St.","N",28,51,NA,2
2015,9,12,"North Texas","SMU","V",13,31,NA,2
2015,9,19,"North Texas","Rice","H",24,38,NA,2
2015,9,26,"North Texas","Iowa","V",16,62,NA,2
2015,10,3,"North Texas","Southern Miss.","V",14,49,NA,2
2015,10,15,"North Texas","Western Ky.","H",28,55,NA,2
2015,10,24,"North Texas","Marshall","V",13,30,NA,2
2015,10,31,"North Texas","UTSA","H",30,23,NA,2
2015,11,7,"North Texas","Louisiana Tech","V",13,56,NA,2
2015,11,14,"North Texas","Tennessee","V",0,24,NA,2
2015,11,21,"North Texas","Middle Tenn.","V",7,41,NA,2
2015,11,28,"North Texas","UTEP","H",17,20,NA,2
2015,9,5,"Northern Ill.","UNLV","H",38,30,NA,2
2015,9,19,"Northern Ill.","Ohio St.","V",13,20,NA,2
2015,9,26,"Northern Ill.","Boston College","V",14,17,NA,2
2015,10,3,"Northern Ill.","Central Mich.","V",19,29,NA,2
2015,10,10,"Northern Ill.","Ball St.","H",59,41,NA,2
2015,10,17,"Northern Ill.","Miami (OH)","V",45,12,NA,2
2015,10,24,"Northern Ill.","Eastern Mich.","H",49,21,NA,2
2015,11,3,"Northern Ill.","Toledo","V",32,27,NA,2
2015,11,11,"Northern Ill.","Buffalo","V",41,30,NA,2
2015,11,18,"Northern Ill.","Western Mich.","H",27,19,NA,2
2015,11,24,"Northern Ill.","Ohio","H",21,26,NA,2
2015,12,4,"Northern Ill.","Bowling Green","H",14,34,NA,2
2015,12,23,"Northern Ill.","Boise St.","N",7,55,NA,2
2015,9,5,"Northwestern","Stanford","H",16,6,NA,2
2015,9,19,"Northwestern","Duke","V",19,10,NA,2
2015,9,26,"Northwestern","Ball St.","H",24,19,NA,2
2015,10,3,"Northwestern","Minnesota","H",27,0,NA,2
2015,10,10,"Northwestern","Michigan","V",0,38,NA,2
2015,10,17,"Northwestern","Iowa","H",10,40,NA,2
2015,10,24,"Northwestern","Nebraska","V",30,28,NA,2
2015,11,7,"Northwestern","Penn St.","H",23,21,NA,2
2015,11,14,"Northwestern","Purdue","H",21,14,NA,2
2015,11,21,"Northwestern","Wisconsin","V",13,7,NA,2
2015,11,28,"Northwestern","Illinois","V",24,14,NA,2
2016,1,1,"Northwestern","Tennessee","N",6,45,NA,2
2015,9,5,"Notre Dame","Texas","H",38,3,NA,2
2015,9,12,"Notre Dame","Virginia","V",34,27,NA,2
2015,9,19,"Notre Dame","Georgia Tech","H",30,22,NA,2
2015,9,26,"Notre Dame","Massachusetts","H",62,27,NA,2
2015,10,3,"Notre Dame","Clemson","V",22,24,NA,2
2015,10,10,"Notre Dame","Navy","H",41,24,NA,2
2015,10,17,"Notre Dame","Southern California","H",41,31,NA,2
2015,10,31,"Notre Dame","Temple","V",24,20,NA,2
2015,11,7,"Notre Dame","Pittsburgh","V",42,30,NA,2
2015,11,14,"Notre Dame","Wake Forest","H",28,7,NA,2
2015,11,21,"Notre Dame","Boston College","N",19,16,NA,2
2015,11,28,"Notre Dame","Stanford","V",36,38,NA,2
2016,1,1,"Notre Dame","Ohio St.","N",28,44,NA,2
2015,9,3,"Ohio","Idaho","V",45,28,NA,2
2015,9,12,"Ohio","Marshall","H",21,10,NA,2
2015,9,26,"Ohio","Minnesota","V",24,27,NA,2
2015,10,3,"Ohio","Akron","V",14,12,NA,2
2015,10,10,"Ohio","Miami (OH)","H",34,3,NA,2
2015,10,17,"Ohio","Western Mich.","H",14,49,NA,2
2015,10,24,"Ohio","Buffalo","V",17,41,NA,2
2015,11,4,"Ohio","Bowling Green","V",24,62,NA,2
2015,11,10,"Ohio","Kent St.","H",27,0,NA,2
2015,11,17,"Ohio","Ball St.","H",48,31,NA,2
2015,11,24,"Ohio","Northern Ill.","V",26,21,NA,2
2015,12,19,"Ohio","Appalachian St.","N",29,31,NA,2
2015,9,7,"Ohio St.","Virginia Tech","V",42,24,NA,2
2015,9,12,"Ohio St.","Hawaii","H",38,0,NA,2
