"year","month","day","team","opponent","location","teamscore","oppscore","OT","D1"
2015,10,24,"Alabama","Tennessee","H",19,14,NA,2
2015,11,7,"Alabama","LSU","H",30,16,NA,2
2015,11,14,"Alabama","Mississippi St.","V",31,6,NA,2
2015,11,28,"Alabama","Auburn","V",29,13,NA,2
2015,12,5,"Alabama","Florida","N",29,15,NA,2
2015,12,31,"Alabama","Michigan St.","N",38,0,NA,2
2016,1,11,"Alabama","Clemson","N",45,40,NA,2
2015,9,12,"Appalachian St.","Clemson","V",10,41,NA,2
2015,9,26,"Appalachian St.","Old Dominion","V",49,0,NA,2
2015,10,3,"Appalachian St.","Wyoming","H",31,13,NA,2
2015,10,10,"Appalachian St.","Georgia St.","V",37,3,NA,2
2015,10,17,"Appalachian St.","La.-Monroe","V",59,14,NA,2
2015,10,22,"Appalachian St.","Ga. Southern","H",31,13,NA,2
2015,10,31,"Appalachian St.","Troy","H",44,41,3,2
2015,11,5,"Appalachian St.","Arkansas St.","H",27,40,NA,2
2015,11,14,"Appalachian St.","Idaho","V",47,20,NA,2
2015,11,28,"Appalachian St.","Louisiana","H",28,7,NA,2
2015,12,5,"Appalachian St.","South Ala.","V",34,27,NA,2
2015,12,19,"Appalachian St.","Ohio","N",31,29,NA,2
2015,9,3,"Arizona","UTSA","H",42,32,NA,2
2015,9,12,"Arizona","Nevada","V",44,20,NA,2
2015,9,26,"Arizona","UCLA","H",30,56,NA,2
2015,10,3,"Arizona","Stanford","V",17,55,NA,2
2015,10,10,"Arizona","Oregon St.","H",44,7,NA,2
2015,10,17,"Arizona","Colorado","V",38,31,NA,2
2015,10,24,"Arizona","Washington St.","H",42,45,NA,2
2015,10,31,"Arizona","Washington","V",3,49,NA,2
2015,11,7,"Arizona","Southern California","V",30,38,NA,2
2015,11,14,"Arizona","Utah","H",37,30,2,2
2015,11,21,"Arizona","Arizona St.","V",37,52,NA,2
2015,12,19,"Arizona","New Mexico","V",45,37,NA,2
2015,9,5,"Arizona St.","Texas A&M","N",17,38,NA,2
2015,9,18,"Arizona St.","New Mexico","H",34,10,NA,2
2015,9,26,"Arizona St.","Southern California","H",14,42,NA,2
2015,10,3,"Arizona St.","UCLA","V",38,23,NA,2
2015,10,10,"Arizona St.","Colorado","H",48,23,NA,2
2015,10,17,"Arizona St.","Utah","V",18,34,NA,2
2015,10,29,"Arizona St.","Oregon","H",55,61,3,2
2015,11,7,"Arizona St.","Washington St.","V",24,38,NA,2
2015,11,14,"Arizona St.","Washington","H",27,17,NA,2
2015,11,21,"Arizona St.","Arizona","H",52,37,NA,2
2015,11,28,"Arizona St.","California","V",46,48,NA,2
2016,1,2,"Arizona St.","West Virginia","N",42,43,NA,2
2015,9,5,"Arkansas","UTEP","H",48,13,NA,2
2015,9,12,"Arkansas","Toledo","H",12,16,NA,2
2015,9,19,"Arkansas","Texas Tech","H",24,35,NA,2
2015,9,26,"Arkansas","Texas A&M","N",21,28,1,2
2015,10,3,"Arkansas","Tennessee","V",24,20,NA,2
2015,10,10,"Arkansas","Alabama","V",14,27,NA,2
2015,10,24,"Arkansas","Auburn","H",54,46,4,2
2015,11,7,"Arkansas","Ole Miss","V",53,52,1,2
2015,11,14,"Arkansas","LSU","V",31,14,NA,2
2015,11,21,"Arkansas","Mississippi St.","H",50,51,NA,2
2015,11,27,"Arkansas","Missouri","H",28,3,NA,2
2016,1,2,"Arkansas","Kansas St.","N",45,23,NA,2
2015,9,12,"Army West Point","UConn","V",17,22,NA,2
2015,9,19,"Army West Point","Wake Forest","H",14,17,NA,2
2015,9,26,"Army West Point","Eastern Mich.","V",58,36,NA,2
2015,10,3,"Army West Point","Penn St.","V",14,20,NA,2
2015,10,10,"Army West Point","Duke","H",3,44,NA,2
2015,10,24,"Army West Point","Rice","V",31,38,NA,2
2015,11,7,"Army West Point","Air Force","V",3,20,NA,2
2015,11,14,"Army West Point","Tulane","H",31,34,NA,2
2015,11,21,"Army West Point","Rutgers","H",21,31,NA,2
2015,12,12,"Army West Point","Navy","N",17,21,NA,2
2015,9,5,"Auburn","Louisville","N",31,24,NA,2
2015,9,19,"Auburn","LSU","V",21,45,NA,2
2015,9,26,"Auburn","Mississippi St.","H",9,17,NA,2
2015,10,3,"Auburn","San Jose St.","H",35,21,NA,2
2015,10,15,"Auburn","Kentucky","V",30,27,NA,2
2015,10,24,"Auburn","Arkansas","V",46,54,4,2
2015,10,31,"Auburn","Ole Miss","H",19,27,NA,2
2015,11,7,"Auburn","Texas A&M","V",26,10,NA,2
2015,11,14,"Auburn","Georgia","H",13,20,NA,2
2015,11,21,"Auburn","Idaho","H",56,34,NA,2
2015,11,28,"Auburn","Alabama","H",13,29,NA,2
2015,12,30,"Auburn","Memphis","N",31,10,NA,2
2015,9,5,"BYU","Nebraska","V",33,28,NA,2
2015,9,12,"BYU","Boise St.","H",35,24,NA,2
2015,9,19,"BYU","UCLA","V",23,24,NA,2
2015,9,26,"BYU","Michigan","V",0,31,NA,2
2015,10,2,"BYU","UConn","H",30,13,NA,2
2015,10,10,"BYU","East Carolina","H",45,38,NA,2
2015,10,16,"BYU","Cincinnati","H",38,24,NA,2
2015,11,6,"BYU","San Jose St.","V",17,16,NA,2
2015,11,14,"BYU","Missouri","N",16,20,NA,2
2015,11,21,"BYU","Fresno St.","H",52,10,NA,2
2015,11,28,"BYU","Utah St.","V",51,28,NA,2
2015,12,19,"BYU","Utah","N",28,35,NA,2
2015,9,12,"Ball St.","Texas A&M","V",23,56,NA,2
2015,9,19,"Ball St.","Eastern Mich.","V",28,17,NA,2
2015,9,26,"Ball St.","Northwestern","V",19,24,NA,2
2015,10,3,"Ball St.","Toledo","H",10,24,NA,2
2015,10,10,"Ball St.","Northern Ill.","V",41,59,NA,2
2015,10,17,"Ball St.","Georgia St.","H",19,31,NA,2
2015,10,24,"Ball St.","Central Mich.","H",21,23,NA,2
2015,10,31,"Ball St.","Massachusetts","H",20,10,NA,2
2015,11,5,"Ball St.","Western Mich.","V",7,54,NA,2
2015,11,17,"Ball St.","Ohio","V",31,48,NA,2
2015,11,24,"Ball St.","Bowling Green","H",10,48,NA,2
2015,9,4,"Baylor","SMU","V",56,21,NA,2
2015,9,26,"Baylor","Rice","H",70,17,NA,2
2015,10,3,"Baylor","Texas Tech","N",63,35,NA,2
2015,10,10,"Baylor","Kansas","V",66,7,NA,2
2015,10,17,"Baylor","West Virginia","H",62,38,NA,2
2015,10,24,"Baylor","Iowa St.","H",45,27,NA,2
2015,11,5,"Baylor","Kansas St.","V",31,24,NA,2
2015,11,14,"Baylor","Oklahoma","H",34,44,NA,2
2015,11,21,"Baylor","Oklahoma St.","V",45,35,NA,2
2015,11,27,"Baylor","TCU","V",21,28,2,2
2015,12,5,"Baylor","Texas","H",17,23,NA,2
2015,12,29,"Baylor","North Carolina","N",49,38,NA,2
2015,9,4,"Boise St.","Washington","H",16,13,NA,2
2015,9,12,"Boise St.","BYU","V",24,35,NA,2
2015,9,25,"Boise St.","Virginia","V",56,14,NA,2
2015,10,3,"Boise St.","Hawaii","H",55,0,NA,2
2015,10,10,"Boise St.","Colorado St.","V",41,10,NA,2
2015,10,16,"Boise St.","Utah St.","V",26,52,NA,2
2015,10,24,"Boise St.","Wyoming","H",34,14,NA,2
2015,10,31,"Boise St.","UNLV","V",55,27,NA,2
2015,11,14,"Boise St.","New Mexico","H",24,31,NA,2
2015,11,20,"Boise St.","Air Force","H",30,37,NA,2
2015,11,27,"Boise St.","San Jose St.","V",40,23,NA,2
2015,12,23,"Boise St.","Northern Ill.","N",55,7,NA,2
2015,9,18,"Boston College","Florida St.","H",0,14,NA,2
2015,9,26,"Boston College","Northern Ill.","H",17,14,NA,2
2015,10,3,"Boston College","Duke","V",7,9,NA,2
2015,10,10,"Boston College","Wake Forest","H",0,3,NA,2
2015,10,17,"Boston College","Clemson","V",17,34,NA,2
2015,10,24,"Boston College","Louisville","V",14,17,NA,2
2015,10,31,"Boston College","Virginia Tech","H",10,26,NA,2
2015,11,7,"Boston College","North Carolina St.","H",8,24,NA,2
2015,11,21,"Boston College","Notre Dame","N",16,19,NA,2
2015,11,28,"Boston College","Syracuse","V",17,20,NA,2
2015,9,5,"Bowling Green","Tennessee","N",30,59,NA,2
2015,9,12,"Bowling Green","Maryland","V",48,27,NA,2
2015,9,19,"Bowling Green","Memphis","H",41,44,NA,2
2015,9,26,"Bowling Green","Purdue","V",35,28,NA,2
2015,10,3,"Bowling Green","Buffalo","V",28,22,NA,2
2015,10,10,"Bowling Green","Massachusetts","H",62,38,NA,2
2015,10,17,"Bowling Green","Akron","H",59,10,NA,2
2015,10,24,"Bowling Green","Kent St.","V",48,0,NA,2
2015,11,4,"Bowling Green","Ohio","H",62,24,NA,2
2015,11,11,"Bowling Green","Western Mich.","V",41,27,NA,2
2015,11,17,"Bowling Green","Toledo","H",28,44,NA,2
2015,11,24,"Bowling Green","Ball St.","V",48,10,NA,2
2015,12,4,"Bowling Green","Northern Ill.","V",34,14,NA,2
2015,12,23,"Bowling Green","Ga. Southern","N",27,58,NA,2
2015,9,12,"Buffalo","Penn St.","V",14,27,NA,2
2015,9,19,"Buffalo","Fla. Atlantic","V",33,15,NA,2
2015,9,26,"Buffalo","Nevada","H",21,24,NA,2
2015,10,3,"Buffalo","Bowling Green","H",22,28,NA,2
2015,10,17,"Buffalo","Central Mich.","V",14,51,NA,2
2015,10,24,"Buffalo","Ohio","H",41,17,NA,2
2015,10,29,"Buffalo","Miami (OH)","V",29,24,NA,2
2015,11,5,"Buffalo","Kent St.","V",18,17,NA,2
2015,11,11,"Buffalo","Northern Ill.","H",30,41,NA,2
2015,11,21,"Buffalo","Akron","V",21,42,NA,2
2015,11,27,"Buffalo","Massachusetts","H",26,31,NA,2
2015,9,12,"California","San Diego St.","H",35,7,NA,2
2015,9,19,"California","Texas","V",45,44,NA,2
2015,9,26,"California","Washington","V",30,24,NA,2
2015,10,3,"California","Washington St.","H",34,28,NA,2
2015,10,10,"California","Utah","V",24,30,NA,2
2015,10,22,"California","UCLA","V",24,40,NA,2
2015,10,31,"California","Southern California","H",21,27,NA,2
2015,11,7,"California","Oregon","V",28,44,NA,2
2015,11,14,"California","Oregon St.","H",54,24,NA,2
2015,11,21,"California","Stanford","V",22,35,NA,2
2015,11,28,"California","Arizona St.","H",48,46,NA,2
2015,12,29,"California","Air Force","N",55,36,NA,2
2015,9,3,"Central Mich.","Oklahoma St.","H",13,24,NA,2
2015,9,19,"Central Mich.","Syracuse","V",27,30,1,2
2015,9,26,"Central Mich.","Michigan St.","V",10,30,NA,2
2015,10,3,"Central Mich.","Northern Ill.","H",29,19,NA,2
2015,10,10,"Central Mich.","Western Mich.","V",39,41,NA,2
2015,10,17,"Central Mich.","Buffalo","H",51,14,NA,2
2015,10,24,"Central Mich.","Ball St.","V",23,21,NA,2
2015,10,31,"Central Mich.","Akron","V",14,6,NA,2
2015,11,10,"Central Mich.","Toledo","H",23,28,NA,2
2015,11,18,"Central Mich.","Kent St.","V",27,14,NA,2
2015,11,27,"Central Mich.","Eastern Mich.","H",35,28,NA,2
2015,12,28,"Central Mich.","Minnesota","N",14,21,NA,2
2015,9,4,"Charlotte","Georgia St.","V",23,20,NA,2
2015,9,19,"Charlotte","Middle Tenn.","V",14,73,NA,2
2015,9,26,"Charlotte","Fla. Atlantic","H",7,17,NA,2
2015,10,2,"Charlotte","Temple","H",3,37,NA,2
2015,10,17,"Charlotte","Old Dominion","V",34,37,NA,2
2015,10,24,"Charlotte","Southern Miss.","H",10,44,NA,2
2015,10,31,"Charlotte","Marshall","H",10,34,NA,2
2015,11,7,"Charlotte","FIU","V",31,48,NA,2
2015,11,14,"Charlotte","UTSA","H",27,30,1,2
2015,11,21,"Charlotte","Kentucky","V",10,58,NA,2
2015,11,28,"Charlotte","Rice","V",7,27,NA,2
2015,9,12,"Cincinnati","Temple","H",26,34,NA,2
2015,9,19,"Cincinnati","Miami (OH)","V",37,33,NA,2
2015,9,24,"Cincinnati","Memphis","V",46,53,NA,2
2015,10,1,"Cincinnati","Miami (FL)","H",34,23,NA,2
2015,10,16,"Cincinnati","BYU","V",24,38,NA,2
2015,10,24,"Cincinnati","UConn","H",37,13,NA,2
2015,10,31,"Cincinnati","UCF","H",52,7,NA,2
2015,11,7,"Cincinnati","Houston","V",30,33,NA,2
2015,11,14,"Cincinnati","Tulsa","H",49,38,NA,2
2015,11,20,"Cincinnati","South Fla.","V",27,65,NA,2
2015,11,28,"Cincinnati","East Carolina","V",19,16,NA,2
2015,12,24,"Cincinnati","San Diego St.","N",7,42,NA,2
2015,9,12,"Clemson","Appalachian St.","H",41,10,NA,2
2015,9,17,"Clemson","Louisville","V",20,17,NA,2
2015,10,3,"Clemson","Notre Dame","H",24,22,NA,2
2015,10,10,"Clemson","Georgia Tech","H",43,24,NA,2
2015,10,17,"Clemson","Boston College","H",34,17,NA,2
2015,10,24,"Clemson","Miami (FL)","V",58,0,NA,2
2015,10,31,"Clemson","North Carolina St.","V",56,41,NA,2
2015,11,7,"Clemson","Florida St.","H",23,13,NA,2
2015,11,14,"Clemson","Syracuse","V",37,27,NA,2
2015,11,21,"Clemson","Wake Forest","H",33,13,NA,2
2015,11,28,"Clemson","South Carolina","V",37,32,NA,2
2015,12,5,"Clemson","North Carolina","N",45,37,NA,2
2015,12,31,"Clemson","Oklahoma","N",37,17,NA,2
2016,1,11,"Clemson","Alabama","N",40,45,NA,2
2015,9,3,"Colorado","Hawaii","V",20,28,NA,2
2015,9,12,"Colorado","Massachusetts","H",48,14,NA,2
2015,9,19,"Colorado","Colorado St.","N",27,24,1,2
2015,10,3,"Colorado","Oregon","H",24,41,NA,2
2015,10,10,"Colorado","Arizona St.","V",23,48,NA,2
2015,10,17,"Colorado","Arizona","H",31,38,NA,2
2015,10,24,"Colorado","Oregon St.","V",17,13,NA,2
2015,10,31,"Colorado","UCLA","V",31,35,NA,2
2015,11,7,"Colorado","Stanford","H",10,42,NA,2
2015,11,13,"Colorado","Southern California","H",24,27,NA,2
2015,11,21,"Colorado","Washington St.","V",3,27,NA,2
2015,11,28,"Colorado","Utah","V",14,20,NA,2
2015,9,12,"Colorado St.","Minnesota","H",20,23,1,2
2015,9,19,"Colorado St.","Colorado","N",24,27,1,2
2015,9,26,"Colorado St.","UTSA","V",33,31,NA,2
2015,10,3,"Colorado St.","Utah St.","V",18,33,NA,2
2015,10,10,"Colorado St.","Boise St.","H",10,41,NA,2
2015,10,17,"Colorado St.","Air Force","H",38,23,NA,2
2015,10,31,"Colorado St.","San Diego St.","H",17,41,NA,2
2015,11,7,"Colorado St.","Wyoming","V",26,7,NA,2
2015,11,14,"Colorado St.","UNLV","H",49,35,NA,2
2015,11,21,"Colorado St.","New Mexico","V",28,21,NA,2
2015,11,28,"Colorado St.","Fresno St.","V",34,31,NA,2
2015,12,29,"Colorado St.","Nevada","N",23,28,NA,2
2015,9,3,"Duke","Tulane","V",37,7,NA,2
2015,9,19,"Duke","Northwestern","H",10,19,NA,2
2015,9,26,"Duke","Georgia Tech","H",34,20,NA,2
2015,10,3,"Duke","Boston College","H",9,7,NA,2
2015,10,10,"Duke","Army West Point","V",44,3,NA,2
2015,10,24,"Duke","Virginia Tech","V",45,43,4,2
2015,10,31,"Duke","Miami (FL)","H",27,30,NA,2
2015,11,7,"Duke","North Carolina","V",31,66,NA,2
2015,11,14,"Duke","Pittsburgh","H",13,31,NA,2
2015,11,21,"Duke","Virginia","V",34,42,NA,2
2015,11,28,"Duke","Wake Forest","V",27,21,NA,2
2015,12,26,"Duke","Indiana","N",44,41,1,2
2015,9,12,"East Carolina","Florida","V",24,31,NA,2
2015,9,19,"East Carolina","Navy","V",21,45,NA,2
2015,9,26,"East Carolina","Virginia Tech","H",35,28,NA,2
2015,10,3,"East Carolina","SMU","V",49,23,NA,2
2015,10,10,"East Carolina","BYU","V",38,45,NA,2
2015,10,17,"East Carolina","Tulsa","H",30,17,NA,2
2015,10,22,"East Carolina","Temple","H",14,24,NA,2
2015,10,30,"East Carolina","UConn","V",13,31,NA,2
2015,11,7,"East Carolina","South Fla.","H",17,22,NA,2
2015,11,19,"East Carolina","UCF","V",44,7,NA,2
2015,11,28,"East Carolina","Cincinnati","H",16,19,NA,2
2015,9,5,"Eastern Mich.","Old Dominion","H",34,38,NA,2
2015,9,12,"Eastern Mich.","Wyoming","V",48,29,NA,2
2015,9,19,"Eastern Mich.","Ball St.","H",17,28,NA,2
2015,9,26,"Eastern Mich.","Army West Point","H",36,58,NA,2
2015,10,3,"Eastern Mich.","LSU","V",22,44,NA,2
2015,10,10,"Eastern Mich.","Akron","H",21,47,NA,2
2015,10,17,"Eastern Mich.","Toledo","V",20,63,NA,2
2015,10,24,"Eastern Mich.","Northern Ill.","V",21,49,NA,2
2015,10,29,"Eastern Mich.","Western Mich.","H",28,58,NA,2
2015,11,7,"Eastern Mich.","Miami (OH)","V",13,28,NA,2
2015,11,14,"Eastern Mich.","Massachusetts","H",17,28,NA,2
2015,11,27,"Eastern Mich.","Central Mich.","V",28,35,NA,2
2015,9,3,"FIU","UCF","V",15,14,NA,2
2015,9,12,"FIU","Indiana","V",22,36,NA,2
2015,9,26,"FIU","Louisiana Tech","V",17,27,NA,2
2015,10,3,"FIU","Massachusetts","V",14,24,NA,2
2015,10,10,"FIU","UTEP","H",52,12,NA,2
2015,10,17,"FIU","Middle Tenn.","V",34,42,NA,2
2015,10,24,"FIU","Old Dominion","H",41,12,NA,2
2015,10,31,"FIU","Fla. Atlantic","V",17,31,NA,2
2015,11,7,"FIU","Charlotte","H",48,31,NA,2
2015,11,14,"FIU","Marshall","V",0,52,NA,2
2015,11,21,"FIU","Western Ky.","H",7,63,NA,2
2015,9,5,"Fla. Atlantic","Tulsa","V",44,47,1,2
2015,9,11,"Fla. Atlantic","Miami (FL)","H",20,44,NA,2
2015,9,19,"Fla. Atlantic","Buffalo","H",15,33,NA,2
2015,9,26,"Fla. Atlantic","Charlotte","V",17,7,NA,2
2015,10,10,"Fla. Atlantic","Rice","H",26,27,NA,2
2015,10,17,"Fla. Atlantic","Marshall","H",17,33,NA,2
2015,10,24,"Fla. Atlantic","UTEP","V",17,27,NA,2
2015,10,31,"Fla. Atlantic","FIU","H",31,17,NA,2
2015,11,7,"Fla. Atlantic","Western Ky.","V",19,35,NA,2
2015,11,14,"Fla. Atlantic","Middle Tenn.","H",17,24,NA,2
2015,11,21,"Fla. Atlantic","Florida","V",14,20,1,2
2015,11,28,"Fla. Atlantic","Old Dominion","V",33,31,NA,2
2015,9,5,"Florida","New Mexico St.","H",61,13,NA,2
2015,9,12,"Florida","East Carolina","H",31,24,NA,2
2015,9,19,"Florida","Kentucky","V",14,9,NA,2
2015,9,26,"Florida","Tennessee","H",28,27,NA,2
2015,10,3,"Florida","Ole Miss","H",38,10,NA,2
2015,10,10,"Florida","Missouri","V",21,3,NA,2
2015,10,17,"Florida","LSU","V",28,35,NA,2
2015,10,31,"Florida","Georgia","N",27,3,NA,2
2015,11,7,"Florida","Vanderbilt","H",9,7,NA,2
2015,11,14,"Florida","South Carolina","V",24,14,NA,2
2015,11,21,"Florida","Fla. Atlantic","H",20,14,1,2
2015,11,28,"Florida","Florida St.","H",2,27,NA,2
2015,12,5,"Florida","Alabama","N",15,29,NA,2
2016,1,1,"Florida","Michigan","N",7,41,NA,2
2015,9,5,"Florida St.","Texas St.","H",59,16,NA,2
2015,9,12,"Florida St.","South Fla.","H",34,14,NA,2
2015,9,18,"Florida St.","Boston College","V",14,0,NA,2
2015,10,3,"Florida St.","Wake Forest","V",24,16,NA,2
2015,10,10,"Florida St.","Miami (FL)","H",29,24,NA,2
2015,10,17,"Florida St.","Louisville","H",41,21,NA,2
2015,10,24,"Florida St.","Georgia Tech","V",16,22,NA,2
2015,10,31,"Florida St.","Syracuse","H",45,21,NA,2
2015,11,7,"Florida St.","Clemson","V",13,23,NA,2
2015,11,14,"Florida St.","North Carolina St.","H",34,17,NA,2
2015,11,28,"Florida St.","Florida","V",27,2,NA,2
2015,12,31,"Florida St.","Houston","N",24,38,NA,2
2015,9,12,"Fresno St.","Ole Miss","V",21,73,NA,2
2015,9,19,"Fresno St.","Utah","H",24,45,NA,2
2015,9,26,"Fresno St.","San Jose St.","V",23,49,NA,2
2015,10,3,"Fresno St.","San Diego St.","V",7,21,NA,2
2015,10,10,"Fresno St.","Utah St.","H",14,56,NA,2
2015,10,16,"Fresno St.","UNLV","H",31,28,NA,2
2015,10,24,"Fresno St.","Air Force","V",14,42,NA,2
2015,11,5,"Fresno St.","Nevada","H",16,30,NA,2
2015,11,14,"Fresno St.","Hawaii","V",42,14,NA,2
2015,11,21,"Fresno St.","BYU","V",10,52,NA,2
2015,11,28,"Fresno St.","Colorado St.","H",31,34,NA,2
2015,9,5,"Ga. Southern","West Virginia","V",0,44,NA,2
2015,9,12,"Ga. Southern","Western Mich.","H",43,17,NA,2
2015,9,26,"Ga. Southern","Idaho","V",44,20,NA,2
2015,10,3,"Ga. Southern","La.-Monroe","V",51,31,NA,2
2015,10,17,"Ga. Southern","New Mexico St.","H",56,26,NA,2
2015,10,22,"Ga. Southern","Appalachian St.","V",13,31,NA,2
2015,10,29,"Ga. Southern","Texas St.","H",37,13,NA,2
2015,11,14,"Ga. Southern","Troy","V",45,10,NA,2
2015,11,21,"Ga. Southern","Georgia","V",17,23,1,2
2015,11,28,"Ga. Southern","South Ala.","H",55,17,NA,2
2015,12,5,"Ga. Southern","Georgia St.","H",7,34,NA,2
2015,12,23,"Ga. Southern","Bowling Green","N",58,27,NA,2
2015,9,5,"Georgia","La.-Monroe","H",51,14,NA,2
2015,9,12,"Georgia","Vanderbilt","V",31,14,NA,2
2015,9,19,"Georgia","South Carolina","H",52,20,NA,2
2015,10,3,"Georgia","Alabama","H",10,38,NA,2
2015,10,10,"Georgia","Tennessee","V",31,38,NA,2
2015,10,17,"Georgia","Missouri","H",9,6,NA,2
2015,10,31,"Georgia","Florida","N",3,27,NA,2
2015,11,7,"Georgia","Kentucky","H",27,3,NA,2
2015,11,14,"Georgia","Auburn","V",20,13,NA,2
2015,11,21,"Georgia","Ga. Southern","H",23,17,1,2
2015,11,28,"Georgia","Georgia Tech","V",13,7,NA,2
2016,1,2,"Georgia","Penn St.","N",24,17,NA,2
2015,9,4,"Georgia St.","Charlotte","H",20,23,NA,2
2015,9,12,"Georgia St.","New Mexico St.","V",34,32,NA,2
2015,9,19,"Georgia St.","Oregon","V",28,61,NA,2
2015,10,10,"Georgia St.","Appalachian St.","H",3,37,NA,2
2015,10,17,"Georgia St.","Ball St.","V",31,19,NA,2
2015,10,31,"Georgia St.","Arkansas St.","V",34,48,NA,2
2015,11,7,"Georgia St.","Louisiana","H",21,23,NA,2
2015,11,14,"Georgia St.","Texas St.","V",41,19,NA,2
2015,11,21,"Georgia St.","South Ala.","H",24,10,NA,2
2015,11,27,"Georgia St.","Troy","H",31,21,NA,2
2015,12,5,"Georgia St.","Ga. Southern","V",34,7,NA,2
2015,12,19,"Georgia St.","San Jose St.","N",16,27,NA,2
2015,9,12,"Georgia Tech","Tulane","H",65,10,NA,2
2015,9,19,"Georgia Tech","Notre Dame","V",22,30,NA,2
2015,9,26,"Georgia Tech","Duke","V",20,34,NA,2
2015,10,3,"Georgia Tech","North Carolina","H",31,38,NA,2
2015,10,10,"Georgia Tech","Clemson","V",24,43,NA,2
2015,10,17,"Georgia Tech","Pittsburgh","H",28,31,NA,2
2015,10,24,"Georgia Tech","Florida St.","H",22,16,NA,2
2015,10,31,"Georgia Tech","Virginia","V",21,27,NA,2
2015,11,12,"Georgia Tech","Virginia Tech","H",21,23,NA,2
2015,11,21,"Georgia Tech","Miami (FL)","V",21,38,NA,2
2015,11,28,"Georgia Tech","Georgia","H",7,13,NA,2
2015,9,3,"Hawaii","Colorado","H",28,20,NA,2
2015,9,12,"Hawaii","Ohio St.","V",0,38,NA,2
2015,9,26,"Hawaii","Wisconsin","V",0,28,NA,2
2015,10,3,"Hawaii","Boise St.","V",0,55,NA,2
2015,10,10,"Hawaii","San Diego St.","H",14,28,NA,2
2015,10,17,"Hawaii","New Mexico","V",27,28,NA,2
2015,10,24,"Hawaii","Nevada","V",20,30,NA,2
2015,10,31,"Hawaii","Air Force","H",7,58,NA,2
2015,11,7,"Hawaii","UNLV","V",21,41,NA,2
2015,11,14,"Hawaii","Fresno St.","H",14,42,NA,2
2015,11,21,"Hawaii","San Jose St.","H",23,42,NA,2
2015,11,28,"Hawaii","La.-Monroe","H",28,26,NA,2
2015,9,12,"Houston","Louisville","V",34,31,NA,2
2015,9,26,"Houston","Texas St.","H",59,14,NA,2
2015,10,3,"Houston","Tulsa","V",38,24,NA,2
2015,10,8,"Houston","SMU","H",49,28,NA,2
2015,10,16,"Houston","Tulane","V",42,7,NA,2
2015,10,24,"Houston","UCF","V",59,10,NA,2
2015,10,31,"Houston","Vanderbilt","H",34,0,NA,2
2015,11,7,"Houston","Cincinnati","H",33,30,NA,2
2015,11,14,"Houston","Memphis","H",35,34,NA,2
2015,11,21,"Houston","UConn","V",17,20,NA,2
2015,11,27,"Houston","Navy","H",52,31,NA,2
2015,12,5,"Houston","Temple","H",24,13,NA,2
2015,12,31,"Houston","Florida St.","N",38,24,NA,2
2015,9,3,"Idaho","Ohio","H",28,45,NA,2
2015,9,12,"Idaho","Southern California","V",9,59,NA,2
2015,9,26,"Idaho","Ga. Southern","H",20,44,NA,2
2015,10,3,"Idaho","Arkansas St.","V",35,49,NA,2
2015,10,17,"Idaho","Troy","V",19,16,NA,2
2015,10,24,"Idaho","La.-Monroe","H",27,13,NA,2
2015,10,31,"Idaho","New Mexico St.","V",48,55,1,2
2015,11,7,"Idaho","South Ala.","V",45,52,NA,2
2015,11,14,"Idaho","Appalachian St.","H",20,47,NA,2
